x,y,dx,dy
18,12,0,0
14,14,0,0
515,30,0,-1
12,34,-1,0
239,61,-4,-5
45,81,-2,1
43,86,1,0
544,103,-22,-13
544,103,19,-6
464,105,10,-7
544,103,8,-5
544,103,10,-3
544,103,-1,2
106,106,6,7
106,106,-11,8
163,136,0,-11
391,104,5,21
106,106,6,20
179,126,0,0
177,127,0,0
106,106,4,22
474,134,1,-3
491,141,0,0
545,156,2,-15
545,156,2,-11
445,149,-2,1
24,155,3,-1
24,155,2,8
422,175,-8,-7
422,175,-5,-4
552,171,-3,0
24,155,-4,25
377,185,16,4
390,192,0,0
594,212,3,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
