x,y,dx,dy
14,19,-1,0
14,23,-1,0
14,23,1,8
507,32,1,1
502,35,0,-1
13,36,0,0
411,43,0,-1
411,43,1,2
269,47,25,3
515,59,-3,2
372,65,-1,1
124,90,22,-3
395,120,-6,-25
596,127,-13,-20
36,123,4,-11
596,127,-20,-15
596,127,-15,-14
596,127,-13,-10
596,127,2,-8
596,127,-12,-6
303,120,-5,5
172,128,0,0
596,127,0,2
596,127,-8,3
36,123,-2,8
158,131,0,1
107,121,-1,15
169,143,-1,-3
485,140,0,0
476,149,0,-1
535,153,1,-1
478,155,0,0
290,152,-5,7
511,162,0,0
549,164,-2,1
407,170,-3,-4
547,169,1,-1
208,170,3,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
