x,y,dx,dy
14,35,0,0
551,36,-1,1
532,48,2,0
309,54,1,1
314,66,-2,0
593,72,-2,-2
314,66,-1,14
167,91,19,-4
167,91,-3,-1
30,125,-1,-5
393,123,-2,1
173,127,0,0
578,127,14,0
578,127,7,1
578,127,8,4
532,138,0,-4
35,115,-6,23
225,139,4,-1
152,138,0,1
207,146,4,-1
207,146,-1,0
532,138,-1,10
430,152,1,-2
578,127,8,23
430,152,3,-1
477,156,0,-3
477,156,3,-2
428,156,-1,1
545,174,14,-10
561,187,-13,-20
260,175,-5,4
592,202,-2,-1
437,197,9,8
424,212,0,-1
17,210,-2,3
17,210,-2,6
328,214,-6,6
17,210,-3,19
412,227,11,2
