x,y,dx,dy
22,11,0,1
19,14,1,0
27,14,0,0
189,19,5,-2
92,23,-1,-2
92,23,-3,0
236,24,3,-1
22,25,1,0
25,26,0,-1
520,40,1,1
19,46,0,0
17,47,0,0
537,35,15,20
15,62,-1,1
13,71,-1,0
169,68,14,19
155,89,-5,21
217,111,1,-1
353,120,6,-5
225,118,0,0
217,111,5,10
353,120,-1,1
186,131,-2,-1
531,138,0,0
535,138,0,0
492,143,-5,1
537,144,1,0
528,148,-1,-1
462,150,-4,-1
460,147,3,3
535,153,0,0
586,153,0,1
540,155,1,1
323,164,-1,0
297,173,7,-3
290,174,-2,1
500,191,-1,2
484,197,2,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
