x,y,dx,dy
14,19,0,0
14,26,0,0
457,50,-17,-18
550,37,0,0
590,76,6,1
590,76,7,4
590,76,6,7
590,76,3,9
517,95,-10,-1
546,96,-3,-1
430,86,-15,11
158,120,2,0
469,133,1,-4
469,133,0,-2
469,133,0,0
158,120,2,15
382,139,-4,-1
30,140,1,0
495,142,0,0
168,147,4,1
400,150,-1,-2
481,153,1,-2
139,151,7,2
277,163,10,-10
476,154,0,-1
481,153,0,0
485,182,-25,-19
421,183,-2,-1
74,184,-10,6
231,193,-4,3
558,179,16,23
420,210,0,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
