x,y,dx,dy
27,12,1,0
35,16,1,-1
20,17,1,0
35,16,-1,1
18,20,1,0
19,25,1,1
434,31,1,2
18,38,0,0
19,44,0,0
275,50,2,-2
18,49,0,0
561,57,24,-8
12,55,0,0
561,57,2,-2
347,108,-5,-8
571,112,-6,-5
58,128,6,-20
217,119,-1,2
200,129,-4,-4
524,134,-1,2
63,118,-5,24
183,143,-3,-1
104,140,22,6
442,150,-1,-1
519,146,0,4
482,156,2,-1
587,164,1,-3
524,166,0,0
587,164,-3,8
300,177,9,-2
277,187,11,-6
564,181,4,2
562,185,1,0
469,193,1,2
452,203,3,-3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
