x,y,dx,dy
13,12,-1,0
23,13,0,-1
28,14,0,0
100,14,-6,0
21,16,0,0
23,17,1,0
15,18,0,0
28,19,0,0
21,19,-1,1
26,26,0,0
22,36,-1,0
493,21,14,25
562,45,-1,1
21,47,-2,0
562,45,25,6
19,50,-3,13
11,71,1,1
237,70,5,4
481,90,21,18
220,114,1,-2
220,114,0,1
361,106,-10,11
212,118,0,2
206,121,2,0
217,121,0,2
223,123,0,0
357,119,-2,6
187,137,-1,0
533,146,1,0
480,152,0,0
514,157,1,-1
588,164,2,-5
545,163,-1,2
545,163,1,4
583,164,-1,4
473,165,-1,4
128,169,-3,2
597,173,0,1
310,170,-4,7
125,199,4,-8
358,195,5,-4
488,203,-2,-2
453,198,10,25
1,1,0,0
1,1,0,0
