x,y,dx,dy
11,26,0,0
538,46,0,0
353,75,0,0
138,108,17,-8
312,97,5,13
461,107,-12,8
306,115,-4,5
215,128,-1,-2
529,139,-1,0
293,137,1,4
25,175,3,-19
436,157,0,0
275,174,2,-10
143,191,20,-23
523,171,-1,0
545,175,1,-1
545,175,3,-1
251,192,-3,-6
74,192,-5,-4
416,190,1,0
427,193,5,-2
374,193,0,1
416,190,5,6
463,199,-1,2
578,207,3,-3
275,206,-2,-1
578,207,-1,3
412,212,-5,-1
588,223,-4,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
