x,y,dx,dy
73,14,-2,-3
12,20,0,0
58,37,6,-11
254,35,19,-5
14,33,-1,0
11,36,0,-1
464,40,0,0
49,71,-1,-1
597,71,-1,-1
219,86,-14,3
392,98,-1,-2
214,112,2,3
205,121,0,1
210,127,-1,3
518,133,0,-1
222,124,1,12
190,147,11,-7
533,144,1,-2
29,142,-1,1
206,145,-1,1
440,152,2,-1
440,152,-1,0
456,157,-8,-4
29,154,0,1
497,163,-4,-4
497,163,5,-3
566,177,0,0
420,168,7,10
398,191,-2,6
579,191,6,12
411,207,-1,-3
431,211,-2,-5
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
