x,y,dx,dy
13,19,1,0
16,23,-1,1
11,25,0,0
15,27,-1,1
193,33,2,-4
556,32,-1,0
218,34,2,2
248,37,0,-1
546,37,1,0
520,39,0,-1
564,57,1,-3
319,60,0,-1
54,46,-10,22
319,69,-1,1
162,86,-18,0
162,86,-5,0
416,96,8,-9
562,104,-16,-17
208,130,-1,-3
524,127,0,0
217,130,-1,1
208,130,-1,2
222,137,-1,0
202,140,1,0
223,144,1,0
195,145,1,0
151,142,3,4
152,147,0,0
549,158,-13,-8
438,150,0,1
26,167,0,-5
29,164,0,1
217,196,24,-13
410,189,0,-2
242,190,-23,9
420,207,3,-5
423,211,3,2
40,222,4,-6
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
