x,y,dx,dy
18,15,-2,0
18,15,0,1
16,18,0,0
26,19,0,0
19,22,0,0
472,36,-1,-3
18,44,-1,0
539,49,2,2
13,55,0,0
377,69,-1,-6
12,74,0,0
596,77,1,0
194,92,-9,1
444,109,1,-1
595,113,2,0
208,120,0,3
207,128,0,-1
526,132,-1,2
178,141,-1,0
146,163,21,-20
525,153,0,0
517,156,0,1
519,156,0,1
526,162,1,1
595,179,1,-1
131,175,-9,4
590,179,1,0
280,189,7,-5
458,185,-2,1
280,189,0,1
280,189,-5,3
471,204,-25,-12
472,190,2,3
40,222,0,-14
40,222,-1,-11
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
