x,y,dx,dy
15,18,-1,0
14,20,0,1
241,33,14,3
458,43,-1,0
482,45,4,-1
314,55,0,2
303,118,4,-8
568,115,14,-5
175,125,-1,0
469,129,0,2
487,136,-1,0
161,135,5,3
485,140,0,0
495,141,0,0
433,146,0,-1
474,149,0,-1
137,149,3,2
137,149,10,3
57,136,-5,18
469,157,0,0
497,162,6,3
548,167,1,-1
548,167,0,1
172,176,0,3
289,199,-3,-10
578,195,-9,-5
289,199,17,-4
16,214,-2,-10
273,203,4,4
273,203,-10,6
16,214,2,-2
426,217,-1,-5
16,214,-1,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
