x,y,dx,dy
23,11,-1,0
23,11,1,0
21,13,-1,0
21,13,1,0
40,13,-1,0
18,16,0,0
29,17,-1,1
20,19,0,0
22,24,1,0
25,25,0,0
23,34,-1,0
23,37,-1,1
223,50,-9,-9
21,45,0,0
18,52,0,0
17,56,0,1
12,69,0,0
223,109,0,-3
223,109,0,0
218,110,0,0
215,111,1,1
215,111,3,4
227,117,1,-1
70,117,0,0
220,117,0,1
225,119,1,1
531,121,0,-1
219,122,-1,0
531,121,0,1
227,130,2,1
535,140,1,0
532,149,-1,0
592,148,0,1
526,154,-2,-1
589,158,0,0
575,161,0,-1
48,167,1,1
351,190,-8,-3
41,225,1,-21
41,225,0,-18
459,210,2,2
459,210,4,3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
