x,y,dx,dy
21,13,1,0
27,15,0,-1
26,20,0,-1
22,23,0,-1
25,26,-1,0
556,55,-3,-22
12,44,0,0
18,48,1,0
356,53,-1,1
15,55,0,0
556,55,-19,11
79,87,-1,2
586,101,11,13
220,117,-1,0
221,126,0,0
204,129,0,0
532,126,-2,3
202,131,1,1
532,140,0,0
449,143,0,-1
570,141,1,1
530,146,0,-1
535,146,-1,0
512,148,-1,0
534,151,1,0
56,151,-1,3
101,157,10,-1
587,168,3,-9
461,158,-7,6
536,166,0,0
587,168,-1,2
586,182,-22,-9
597,176,0,0
597,176,-1,2
279,191,16,-10
518,185,25,14
473,206,-2,12
477,228,9,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
