x,y,dx,dy
15,15,0,1
22,21,1,0
14,29,0,0
11,32,0,0
176,36,2,-1
176,36,0,0
295,39,-3,-1
487,49,0,1
71,47,-1,5
356,61,0,-1
401,62,-3,3
210,89,1,0
572,121,6,-14
572,121,9,-13
427,105,-2,11
505,137,2,-3
46,113,-5,23
44,137,-3,2
505,137,-3,8
458,158,2,-1
114,183,4,-23
36,167,-2,1
100,188,10,-11
472,200,2,-23
285,181,4,-2
285,181,1,-1
530,182,-11,-2
546,182,1,0
285,181,-8,4
110,186,-4,2
428,202,2,-5
261,194,-2,5
596,207,-18,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
