x,y,dx,dy
14,15,1,-1
16,22,0,0
13,23,-1,0
13,23,1,0
13,17,4,8
12,33,0,0
394,60,1,-1
142,90,-4,-7
454,100,-19,-17
42,84,4,0
142,90,5,-1
575,101,-14,-7
142,90,-15,5
100,99,0,0
575,101,-12,0
575,101,-14,9
305,119,-4,0
169,121,0,0
516,128,0,0
200,133,2,-2
532,138,1,-5
532,138,2,-1
202,137,-1,1
202,137,1,1
203,140,0,0
299,141,1,0
153,145,-2,-2
532,138,0,7
436,149,3,-1
463,153,19,6
281,196,0,-1
577,192,13,4
111,182,-17,21
425,202,0,2
595,214,-1,6
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
