x,y,dx,dy
11,24,0,-1
12,27,2,0
11,29,0,1
471,48,17,-5
512,58,-2,1
256,40,-23,24
344,58,19,7
344,58,24,8
104,126,-7,-24
430,92,21,10
42,93,-10,23
562,120,2,1
562,120,21,4
104,126,2,2
224,136,1,3
202,144,0,1
224,136,2,9
27,146,-1,0
206,146,2,0
219,146,0,0
27,146,0,3
211,149,-2,0
174,150,0,1
174,150,2,2
280,157,1,3
138,175,-15,-13
497,166,-19,-4
497,166,0,-1
554,172,2,-3
278,171,-1,3
374,187,-13,-1
360,181,13,7
433,191,18,20
569,214,0,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
