x,y,dx,dy
23,12,-2,0
23,12,0,0
37,14,1,0
23,24,-1,0
212,34,0,0
21,42,0,0
22,45,-1,0
438,57,1,3
78,75,2,-1
372,99,-1,-3
591,99,0,2
221,112,0,-1
195,124,-1,-8
217,121,2,-3
217,121,1,-1
195,124,9,1
445,135,-4,-3
524,135,0,2
181,139,-3,-1
533,141,2,-2
528,140,0,0
533,141,-1,0
536,142,0,0
523,144,-1,0
532,145,0,1
530,149,0,0
528,140,5,10
465,149,3,2
516,151,-1,1
532,153,0,0
532,155,-1,0
534,156,1,1
271,168,14,-7
590,168,1,1
594,175,2,-1
461,184,2,-1
350,197,-4,-3
592,198,-6,13
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
