x,y,dx,dy
30,13,-1,0
37,13,1,0
491,22,22,-5
256,25,0,0
23,31,0,0
23,34,-1,0
374,47,-1,-2
14,53,2,0
571,59,-3,1
241,69,19,1
241,69,17,2
571,90,-1,5
571,90,-7,6
206,117,-5,-7
222,108,-1,2
227,110,1,0
206,117,0,-6
230,111,0,0
206,117,-1,-2
221,115,0,1
206,117,-1,2
222,121,-1,1
205,126,2,-1
205,126,0,0
184,133,5,4
509,149,5,-7
530,144,0,-2
535,143,0,0
536,146,1,0
536,146,-1,1
527,150,0,-1
525,151,0,0
536,154,0,-1
587,161,0,0
45,192,3,-13
484,180,-1,1
223,227,-3,-4
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
