x,y,dx,dy
29,12,-2,-1
35,11,1,0
26,30,-1,0
299,27,0,3
341,41,-2,-3
567,50,3,2
14,52,0,1
596,54,-1,-1
200,73,-9,8
151,99,12,-11
464,96,-5,6
584,90,2,16
584,90,-4,17
65,96,-3,18
218,115,0,0
176,139,0,-12
192,126,0,4
203,123,4,10
583,145,1,2
484,149,0,0
496,155,0,0
583,145,-1,10
155,161,7,-3
55,160,-1,3
590,173,5,-5
590,173,1,-2
590,173,4,-1
590,173,-3,0
155,161,-14,22
271,190,-2,0
455,186,-1,4
465,201,0,0
44,195,-4,9
366,227,-1,-23
458,191,-22,13
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
