x,y,dx,dy
17,18,1,-1
17,18,0,1
57,30,8,-10
18,22,0,1
11,30,0,0
540,45,-2,0
326,57,-2,1
55,76,5,-17
165,92,-22,-2
532,95,-16,-2
482,102,17,-6
482,102,3,-3
482,102,-7,-2
279,129,1,2
582,113,2,23
544,153,3,-6
145,150,-1,-2
544,153,2,-4
145,150,0,0
449,150,0,0
449,150,-8,2
449,150,-4,2
544,153,-1,1
411,158,3,0
555,170,-1,0
555,170,1,1
129,172,-10,11
396,192,1,-1
300,207,-7,-4
426,203,2,3
20,225,-5,-6
20,225,3,-6
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
