x,y,dx,dy
12,11,-1,0
16,11,1,0
13,14,0,0
14,22,-1,0
244,43,-21,2
505,45,-24,1
478,53,0,2
318,55,2,1
517,51,13,8
406,69,-2,-2
153,112,8,-18
153,112,12,-15
153,112,21,-12
505,110,5,-2
111,121,-4,23
531,147,1,1
211,152,0,-1
238,134,20,17
441,161,0,0
408,162,1,3
417,173,5,4
259,189,12,-11
424,182,4,1
259,189,-3,2
289,204,13,-5
362,218,-6,-8
426,222,1,-12
426,222,5,-7
17,201,3,19
426,222,4,1
436,228,2,-3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
