x,y,dx,dy
13,21,0,0
14,26,0,-1
198,40,0,1
535,44,-12,-2
403,71,0,0
576,76,1,0
580,104,-1,0
580,104,-2,2
35,104,3,6
35,104,1,15
35,104,-2,23
156,133,-2,-5
392,131,6,4
486,136,-1,0
536,137,0,-1
485,138,0,0
438,149,2,-1
474,153,1,0
430,154,0,0
529,155,-1,0
547,165,-2,1
553,166,0,0
547,168,2,-1
547,168,-3,0
165,157,17,15
413,185,-6,-4
145,171,-16,11
247,182,2,3
498,194,17,3
415,210,2,-7
13,230,-1,-7
333,227,6,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
