x,y,dx,dy
17,13,1,0
20,16,0,0
435,33,-18,-2
11,33,0,0
13,35,0,0
493,49,12,-3
171,87,-12,0
314,113,-9,-19
322,112,2,-2
322,112,-2,1
181,125,1,-1
44,107,-5,19
173,117,-1,9
187,129,1,0
173,117,1,16
173,117,2,18
173,117,4,19
498,142,0,0
270,145,-2,-1
581,122,16,22
414,151,0,-1
488,151,-1,0
488,151,1,0
214,154,8,-1
492,152,1,1
491,154,0,0
549,158,2,-4
214,154,2,1
560,173,2,-1
560,173,0,0
426,175,-1,0
247,186,10,-7
435,192,-7,-6
435,192,-4,-4
417,202,1,0
297,209,-5,-5
470,213,-5,-4
470,213,-2,-3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
