x,y,dx,dy
71,18,1,0
11,28,0,1
17,29,-1,0
527,49,-2,1
413,57,0,0
392,62,1,-2
160,85,-14,4
37,123,-14,-25
205,144,15,-9
162,137,1,-1
319,135,-1,1
489,137,0,-1
581,133,11,8
232,143,1,-1
581,133,1,9
405,143,1,0
581,133,13,10
538,148,1,-2
439,150,1,-1
439,150,4,-1
548,142,-3,11
494,158,-4,-1
494,158,-2,0
550,157,1,3
499,164,11,4
21,178,-1,0
392,187,0,0
452,197,-5,1
452,197,3,5
278,202,-1,2
437,219,-6,-5
424,207,-3,10
437,219,-11,-2
437,219,-12,0
437,219,-5,2
437,219,0,3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
