x,y,dx,dy
16,11,-1,1
16,14,-1,1
59,19,-7,7
184,38,1,-1
233,42,-1,-1
54,42,2,10
54,42,0,15
372,60,0,0
119,85,1,0
533,93,-16,-4
317,109,-1,0
573,117,23,-2
573,117,2,4
173,124,1,-1
181,123,0,0
228,120,1,3
573,117,22,10
37,129,-2,5
85,136,-3,-1
573,117,23,18
199,141,22,-5
486,138,0,0
225,140,0,0
234,142,-2,0
224,143,3,0
37,129,-5,17
541,146,0,0
37,129,-6,23
504,163,-1,-4
261,182,7,-10
545,172,0,0
126,185,6,-7
261,182,-1,1
304,191,22,3
217,201,5,-4
578,199,0,-2
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
