x,y,dx,dy
13,16,1,1
13,19,0,1
16,25,-1,0
14,32,1,0
11,35,0,0
59,29,-10,7
313,49,-1,-6
565,42,-4,21
580,129,18,2
234,129,-7,5
533,138,0,0
234,129,1,11
207,143,0,0
532,140,0,4
156,142,1,3
226,146,-1,1
226,146,1,1
580,129,13,18
145,151,2,0
535,151,1,0
387,143,16,17
508,162,0,0
27,176,2,-13
120,170,-1,1
251,185,14,-11
499,175,-11,0
251,185,6,-1
251,185,-16,10
476,213,19,4
17,212,1,12
17,212,0,15
17,212,-2,18
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
