x,y,dx,dy
593,12,3,2
13,20,-1,0
13,25,0,0
16,28,0,0
12,35,-1,0
12,35,1,0
232,53,0,-2
232,53,-2,-1
567,117,-9,-7
386,115,-1,-2
249,118,1,0
397,123,-2,0
171,124,0,0
210,131,-1,3
318,136,4,0
318,136,-2,1
482,139,1,-1
480,140,0,0
482,139,0,1
204,142,3,-1
197,124,17,17
227,145,-2,-2
530,140,0,3
204,142,-7,3
220,147,-1,-1
220,147,-3,0
140,151,1,1
524,152,1,0
401,150,7,8
437,162,0,0
437,162,3,1
560,174,-2,2
385,184,0,-1
327,201,4,-5
298,195,25,2
428,211,1,2
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
