x,y,dx,dy
11,23,0,-1
11,26,0,0
202,43,5,0
454,46,-3,3
41,60,2,-1
39,99,0,0
211,122,-1,-3
163,129,0,0
520,132,0,-1
301,138,0,-1
474,139,0,0
210,139,1,1
218,148,-1,0
277,163,6,-13
431,153,-1,-1
116,155,1,0
130,156,-2,-1
474,139,-18,16
136,156,-1,0
277,163,7,-5
277,163,-3,3
549,166,0,0
277,163,-2,5
592,165,6,5
382,155,14,19
540,175,-2,0
413,184,-3,-3
114,179,14,5
413,184,2,2
247,187,1,2
385,208,0,-3
296,190,20,16
203,204,-24,8
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
