x,y,dx,dy
12,12,1,0
13,15,0,0
13,25,2,-1
49,66,3,-21
49,66,3,-2
157,82,7,0
157,82,13,2
542,101,-21,-10
199,93,-22,-1
542,101,-24,-4
542,101,-17,-2
542,101,3,3
311,105,-4,5
593,125,-15,-11
593,125,-4,-1
221,130,-1,-1
221,130,9,-1
221,130,1,2
221,130,18,6
528,138,0,-1
593,125,-3,14
404,145,-3,-2
224,148,1,0
593,125,3,23
198,151,1,-1
191,179,-14,-23
293,157,-11,8
482,187,22,-21
556,168,0,-1
556,168,-1,1
400,151,12,20
276,171,-3,1
426,177,-1,-3
404,161,18,16
566,183,2,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
