x,y,dx,dy
26,13,0,0
19,16,-1,0
17,20,1,0
20,25,1,0
20,40,0,0
16,47,-1,0
536,48,3,-1
343,49,0,0
361,50,0,-1
14,55,1,0
11,73,0,0
445,108,1,5
216,119,1,0
212,129,0,-2
220,127,1,1
208,129,0,0
212,129,-1,0
219,130,-1,-1
529,131,0,-1
212,129,0,2
529,131,-1,1
445,131,4,7
361,145,5,1
533,148,1,0
588,157,0,-3
513,156,-5,-1
584,171,0,-1
542,174,6,3
290,178,-8,5
472,192,0,-1
44,183,-1,15
44,183,-1,18
363,200,3,4
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
