x,y,dx,dy
13,15,0,0
17,15,0,0
24,18,0,0
451,49,-23,-20
171,33,-23,3
14,38,-1,0
529,39,0,-1
512,41,0,0
355,65,10,-9
63,54,-2,3
397,69,1,-2
53,71,1,1
51,84,-1,-1
551,98,1,-1
414,102,2,-3
316,110,-1,0
177,114,0,0
44,120,-1,-1
184,124,-1,1
44,120,-5,7
168,125,1,2
491,147,-3,-17
411,132,1,-1
587,125,0,6
496,141,0,0
513,145,1,0
505,147,0,-1
451,147,-3,2
410,152,1,0
485,152,0,0
444,155,-1,1
500,159,0,-1
502,161,1,0
281,172,-4,1
314,200,5,-16
24,190,1,0
420,198,1,0
430,209,-2,-7
26,208,-3,11
312,228,-6,2
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
