x,y,dx,dy
12,21,0,0
14,29,-2,0
13,33,0,0
12,37,0,0
50,39,-1,1
35,124,2,-12
475,128,1,-2
175,138,-1,-1
515,140,1,-1
480,142,1,-2
480,142,-1,1
480,142,1,1
463,142,1,2
485,149,0,-1
475,150,0,0
66,146,7,7
196,154,12,0
196,154,0,1
196,154,6,1
537,156,0,-1
537,156,-1,4
29,143,-3,18
557,168,0,1
547,172,-2,0
262,176,-2,0
117,176,-9,5
252,182,1,1
410,185,1,2
18,193,-4,11
382,198,-17,16
475,215,-1,-1
441,201,22,15
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
