x,y,dx,dy
13,13,0,0
12,19,1,0
12,22,0,0
12,26,0,0
12,26,3,0
50,43,-3,-10
543,39,-1,-1
213,41,2,5
509,57,0,0
362,62,1,-1
45,63,0,-1
351,71,0,-1
38,99,-24,2
38,99,-4,3
302,99,-4,7
391,115,-2,-7
38,99,-2,11
299,123,0,-3
299,123,-3,4
522,129,0,1
576,136,15,-1
302,138,10,-2
475,136,1,0
216,139,0,1
198,150,-1,-1
287,149,-5,5
485,166,2,1
535,169,2,-1
494,174,-15,-2
265,180,-2,3
400,193,-4,2
400,193,-3,4
571,188,7,9
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
