x,y,dx,dy
17,16,1,0
14,17,0,0
13,22,-1,0
17,22,0,0
20,25,1,0
12,33,0,0
553,39,0,2
359,51,1,1
278,39,-9,22
278,39,-14,25
583,75,0,0
167,85,8,-6
167,85,-1,1
167,85,0,4
558,99,-11,-9
558,99,4,-4
413,95,2,2
558,99,-6,-2
558,99,-10,1
558,99,11,2
323,105,-4,4
227,119,1,3
399,122,1,2
577,127,20,4
538,136,-1,-4
34,135,1,-2
538,136,0,-2
487,136,0,0
488,139,0,1
465,144,0,-1
538,136,1,7
439,150,4,-1
176,153,9,-1
551,166,2,-1
551,166,-1,0
556,176,7,-8
556,176,6,-5
289,196,2,3
284,217,-2,3
284,217,-8,5
490,230,9,-5
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
