x,y,dx,dy
20,13,0,0
16,16,0,0
19,19,1,0
322,16,0,3
328,26,0,-6
499,21,0,1
12,53,1,0
224,72,0,1
212,103,0,-3
438,108,1,2
62,121,-3,1
62,121,-3,4
220,131,2,1
534,137,0,-2
533,143,0,2
530,146,0,0
534,150,-1,0
523,151,1,0
524,153,-1,0
524,153,1,0
591,151,0,2
586,160,0,1
475,162,2,0
296,176,9,-8
477,169,0,0
596,171,2,-1
596,171,-3,0
596,171,0,1
463,183,-1,-1
357,187,0,0
371,223,1,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
