x,y,dx,dy
29,12,1,-1
38,13,0,0
20,17,1,0
25,25,0,-1
90,30,0,0
277,37,3,1
21,41,0,0
21,45,1,0
18,46,1,0
18,49,-1,0
380,53,1,-2
20,52,0,0
17,58,0,0
12,70,0,0
592,95,4,5
365,103,0,-2
206,116,0,1
227,116,0,1
222,117,-1,2
218,119,-1,1
213,121,0,0
530,122,0,0
530,122,-1,2
369,137,-24,2
62,136,-2,4
536,139,0,1
523,142,0,1
57,144,0,2
539,151,-2,-2
525,151,1,0
537,154,1,1
548,160,-1,-1
598,171,-1,-1
336,171,0,2
593,174,0,1
487,184,0,0
252,189,3,0
475,193,5,-4
475,193,6,7
45,214,-5,11
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
