x,y,dx,dy
12,12,0,-1
12,12,0,1
12,20,0,0
11,25,0,1
13,30,-2,1
47,47,5,-16
47,47,3,-13
451,41,-12,4
294,45,1,1
137,94,-12,-11
297,90,9,2
137,94,5,0
208,115,-1,0
208,115,1,2
208,115,1,4
36,106,-7,21
143,137,-1,-1
207,137,-1,0
209,142,0,0
294,144,0,0
219,144,-1,1
529,150,1,-5
217,147,-2,-1
217,147,1,1
294,144,-3,4
425,156,0,-1
425,156,-3,2
504,163,-8,-3
504,163,1,0
286,151,-16,17
221,176,9,-4
410,179,0,1
418,186,0,0
378,193,-2,0
289,204,1,-3
202,203,-4,2
405,213,0,2
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
