x,y,dx,dy
23,14,0,1
24,29,-1,1
25,32,0,0
77,55,9,-15
22,42,0,1
537,44,2,1
21,46,-1,0
12,55,2,-1
392,55,1,-1
214,69,10,5
184,79,5,1
437,103,1,1
201,108,-1,4
56,137,5,-21
286,103,23,16
197,113,-1,7
200,123,1,1
280,134,-2,-4
582,145,-1,-5
528,141,0,1
56,137,-1,9
484,148,0,0
516,156,0,0
589,171,1,-1
468,170,7,5
299,177,0,1
126,164,8,15
466,180,0,0
466,180,2,1
476,184,-3,-1
123,172,2,18
476,184,9,15
335,195,9,7
463,207,2,2
38,223,-2,-7
38,223,3,-6
38,223,-3,-4
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
