x,y,dx,dy
18,12,0,0
316,14,0,-1
17,16,0,0
68,41,6,-24
20,23,0,0
19,27,0,0
13,38,0,0
57,46,-2,-1
558,51,18,-4
529,49,-24,3
269,97,1,-5
160,93,-4,3
269,97,12,7
491,125,0,1
488,131,1,-4
188,132,0,0
41,131,0,2
176,136,1,-1
496,142,1,-2
496,142,-1,-1
475,146,0,-3
499,160,13,-15
494,147,-1,-1
35,148,0,-1
501,148,-1,-1
484,156,0,0
499,160,1,1
565,172,0,-1
571,173,1,1
286,172,-1,3
429,170,5,6
265,178,-12,10
431,188,1,1
250,187,-12,7
247,188,-25,12
18,224,2,-14
434,210,-1,1
434,210,-5,5
1,1,0,0
1,1,0,0
1,1,0,0
