x,y,dx,dy
36,11,0,0
422,16,-13,-3
28,17,1,-1
191,16,-5,2
278,22,-19,-3
309,24,-20,-4
26,25,0,0
22,34,1,0
22,37,1,0
12,61,0,0
78,81,0,0
222,109,0,0
218,122,0,-1
531,120,-1,1
533,136,0,1
530,143,-1,-2
530,143,1,1
437,130,-5,15
483,149,2,-1
533,149,-1,0
524,151,-1,0
541,153,-3,-2
592,155,0,0
114,156,1,0
473,160,-1,-2
61,138,-7,24
594,164,-1,1
318,160,-5,8
276,185,1,0
257,194,-14,0
43,211,0,0
486,202,-4,9
472,204,-6,23
342,215,-5,13
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
