x,y,dx,dy
11,16,0,0
12,20,0,0
546,44,-2,-1
306,47,0,1
223,45,4,4
368,57,0,1
329,63,6,4
393,73,4,3
284,105,-1,-2
570,116,-6,13
570,116,22,16
570,116,15,18
391,136,3,1
570,116,17,22
570,116,0,23
480,143,0,1
115,133,-12,12
434,155,3,-1
287,153,0,4
27,166,1,-4
399,158,3,5
287,153,-3,14
476,169,-4,-1
543,179,16,-11
399,158,10,13
476,169,11,2
543,173,3,-1
482,188,0,1
11,209,3,-7
79,196,11,7
11,209,3,-4
487,198,12,7
11,209,2,1
11,209,1,4
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
