x,y,dx,dy
25,18,0,0
17,21,-1,0
15,31,1,-1
11,40,1,0
588,45,0,1
355,57,-3,3
201,90,-22,-1
201,90,9,-1
201,90,2,3
201,90,-16,12
201,90,9,17
436,107,-1,0
556,111,-19,-1
343,115,4,-4
515,139,2,-3
515,139,-1,2
333,167,22,-20
518,146,-1,1
508,151,-1,-1
522,150,0,0
170,151,16,5
513,155,-1,1
498,167,-1,1
573,176,0,0
581,181,3,-2
581,181,0,0
280,186,2,-1
280,186,-11,6
469,194,0,-1
28,210,2,-3
334,206,0,1
461,212,0,-3
28,210,-3,17
376,205,6,22
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
