x,y,dx,dy
23,12,0,0
21,14,0,0
28,14,0,0
20,20,-1,0
20,20,1,0
18,50,-1,0
13,64,0,1
191,83,8,-6
571,98,-22,-5
72,76,-6,20
202,120,-7,-3
202,120,-9,-1
219,120,0,0
530,122,0,-1
63,123,-1,0
220,123,0,0
532,138,0,0
535,141,-1,0
535,143,0,0
525,149,0,0
527,150,0,0
484,150,-4,1
516,151,0,0
529,151,0,0
524,154,1,0
588,162,4,-7
535,155,2,1
531,160,-3,-3
596,169,-1,1
325,164,-8,9
445,179,1,-1
534,180,-18,3
39,211,1,4
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
