x,y,dx,dy
57,26,8,-14
57,26,7,-3
57,26,-2,3
476,54,-11,-4
472,52,-1,0
480,57,1,-1
140,115,17,-8
140,115,-17,1
371,112,-2,4
197,136,-1,-1
24,112,-1,25
279,141,2,1
153,144,-1,0
279,141,2,4
279,141,-2,5
467,151,-1,1
513,150,2,2
464,154,1,0
598,159,-9,1
419,164,1,-1
413,167,1,-1
116,176,6,4
217,208,16,-13
217,208,14,-11
428,210,-10,-13
360,207,0,0
360,207,-1,3
269,223,16,-8
392,229,-1,-6
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
