x,y,dx,dy
57,30,-4,-12
13,20,4,-1
13,20,-1,0
13,20,1,0
327,29,-2,1
253,41,-7,-7
172,81,7,1
172,81,3,4
172,81,5,6
172,81,-7,9
301,103,-4,-13
51,85,-8,13
405,112,3,-9
405,112,-1,-8
405,112,1,-7
405,112,0,-3
405,112,-1,0
206,122,0,-1
306,122,-1,1
399,123,-2,0
527,130,0,1
211,136,1,1
219,138,1,0
527,137,0,1
483,139,0,0
529,130,2,10
155,144,-1,-3
221,141,1,0
535,143,-1,1
438,152,1,-1
548,154,-7,2
558,162,0,-3
279,186,-1,2
389,190,2,0
338,201,-11,-10
276,211,2,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
