x,y,dx,dy
12,19,0,1
133,21,-1,1
12,23,-1,0
12,23,1,1
314,26,-1,-2
13,26,-2,0
303,49,-3,-1
43,52,3,-2
204,52,0,1
383,63,1,-1
148,64,0,-1
598,85,-12,-13
598,85,-10,-11
99,93,-1,-1
167,87,-5,10
488,99,25,2
420,87,-20,16
208,117,2,5
570,112,24,13
296,126,1,0
570,112,19,16
98,116,4,17
522,134,0,0
522,134,1,2
312,135,-14,3
475,139,1,0
21,159,2,-13
426,154,7,-2
426,154,-3,0
187,155,-1,0
121,164,3,0
428,184,14,-13
253,181,1,-4
428,184,-4,1
417,187,4,7
392,201,-3,-6
429,192,4,5
392,201,-22,6
267,221,2,0
