x,y,dx,dy
14,17,0,0
21,18,-1,0
89,18,1,1
18,34,0,0
194,36,0,1
243,41,4,-3
256,36,3,3
204,46,0,1
593,43,2,4
507,50,-1,1
280,66,-6,-13
389,63,-5,-2
76,77,-9,-2
59,105,2,-1
59,105,1,2
348,108,-5,2
59,105,-2,13
523,136,-1,2
257,153,3,-1
522,154,-1,0
514,154,0,1
517,154,0,1
518,157,0,0
510,157,-1,2
523,162,0,0
525,166,0,0
299,180,3,-1
587,182,2,0
211,176,-24,7
219,176,-15,7
299,180,-1,5
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
