x,y,dx,dy
24,14,1,0
13,16,0,0
19,18,0,0
23,20,1,0
87,19,-3,1
21,28,-1,0
20,36,1,0
285,34,25,5
16,45,0,0
526,56,18,-6
69,96,-3,4
445,120,-3,-16
205,134,0,-1
199,133,1,1
441,140,-2,-5
206,136,0,0
51,159,4,-21
446,143,-2,-4
446,143,-1,-1
529,147,0,-1
515,155,-1,1
473,163,7,-4
548,159,1,0
523,159,-1,1
517,161,0,1
473,163,3,0
512,161,-5,6
462,169,2,1
462,169,-1,2
307,184,2,-9
587,168,-4,8
593,182,1,-1
591,183,-1,1
333,193,-1,0
446,206,0,0
508,219,-5,1
38,223,0,-1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
