x,y,dx,dy
20,12,0,-1
20,12,2,-1
16,27,0,-1
386,28,0,-1
16,30,0,0
551,38,-1,-2
481,38,-1,-1
481,38,3,-1
551,38,-1,0
401,58,-1,1
575,65,1,0
50,69,1,1
166,75,9,9
404,118,-11,-25
142,91,-4,5
297,99,5,2
564,100,-1,1
411,101,-2,5
580,117,10,-6
580,117,-1,-2
567,121,7,-3
520,129,0,0
160,140,-5,-6
160,140,0,-6
580,117,15,17
160,140,-3,-5
119,147,7,-9
543,147,1,-8
160,140,2,0
489,139,1,1
233,146,2,-1
202,149,-1,-3
487,136,-20,11
491,165,1,1
435,182,3,3
586,196,-6,-9
563,167,-15,23
585,202,6,2
17,191,0,15
427,204,-1,6
427,204,-4,8
440,223,-7,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
