x,y,dx,dy
23,12,0,0
21,14,0,0
21,16,0,0
23,16,0,0
24,29,0,0
23,34,-1,0
525,35,0,0
22,38,1,0
325,20,19,20
564,43,12,7
16,59,0,0
13,64,0,0
447,75,5,22
367,98,-6,7
220,109,1,1
224,118,2,1
221,122,-2,-2
530,122,0,0
221,122,-1,1
202,126,1,1
181,130,0,1
240,114,-19,19
530,147,-6,-14
533,137,-1,1
519,149,-3,-8
536,140,-1,1
491,144,-4,1
536,146,0,0
342,144,-1,3
530,147,-1,0
529,151,0,0
525,152,-1,0
519,154,-1,0
535,158,-4,-3
556,171,0,0
594,172,0,0
51,172,-2,1
469,181,-1,0
456,185,2,-2
129,168,-4,22
88,192,-2,0
478,206,1,-11
414,196,-2,1
485,207,-1,0
485,207,1,3
485,207,2,6
357,224,0,3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
