x,y,dx,dy
57,19,14,-6
57,19,6,0
57,19,8,2
12,24,-1,0
14,28,0,0
58,33,-1,-2
13,37,-1,0
58,33,-3,5
222,40,-22,2
512,42,-1,0
207,63,-1,-1
336,67,-1,-3
404,79,-3,-2
159,79,0,1
39,87,-1,1
400,96,1,3
301,106,-5,1
301,106,1,1
479,126,0,0
174,150,14,-22
476,128,0,0
179,129,-1,0
179,129,1,0
170,129,1,2
476,128,-1,3
29,124,3,11
482,143,0,0
169,146,2,0
486,148,1,0
541,148,0,0
485,150,1,0
430,155,2,-2
545,157,-1,-2
469,156,0,0
472,157,-1,0
539,161,0,0
407,176,-3,-6
484,195,-11,-11
23,182,-2,5
568,192,-6,2
444,207,-2,-1
588,214,2,16
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
