x,y,dx,dy
22,12,-1,0
29,12,-1,0
478,24,17,-12
36,15,0,0
27,19,1,-1
21,25,1,0
24,29,0,0
19,33,-1,0
23,35,0,1
293,27,8,10
20,43,0,0
19,46,0,0
21,51,-1,-1
396,58,-1,-5
21,51,-7,8
80,71,-1,-1
298,91,-4,-10
74,80,-2,19
74,80,-3,22
62,131,5,-21
217,117,1,-3
220,115,1,0
214,121,-1,1
207,121,1,3
222,124,0,0
524,132,-1,1
443,137,0,1
531,144,1,0
527,146,1,1
533,147,0,0
452,149,2,1
535,151,-1,0
527,161,-1,0
559,170,-7,2
592,176,4,-1
592,176,1,0
592,176,-4,1
534,181,0,0
597,181,-5,3
106,177,10,16
42,216,-9,14
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
