x,y,dx,dy
13,12,1,0
22,12,-2,1
17,19,1,0
13,22,0,-1
12,25,-1,0
13,33,0,0
281,39,7,-5
235,42,-22,0
576,46,-1,0
515,52,-4,-4
515,52,-2,0
515,52,0,1
311,58,-1,0
49,108,-8,19
49,108,-8,22
325,133,-4,3
489,147,-2,4
457,158,3,-1
457,158,-3,1
453,163,2,-2
31,183,3,-20
438,181,-7,-10
290,182,-6,-4
31,183,-1,-4
31,183,1,-4
290,182,-1,-3
31,183,-2,0
290,182,-8,6
446,225,2,-7
446,225,2,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
