x,y,dx,dy
30,15,-1,0
212,16,-25,1
16,19,0,0
20,19,0,0
227,33,8,-10
586,32,0,0
23,33,0,0
24,35,0,0
533,36,1,1
24,39,0,1
14,66,1,-1
211,68,16,-3
12,72,1,-1
156,103,-6,-24
592,87,-2,3
592,87,-1,6
592,87,5,8
358,104,-1,1
217,106,0,0
211,119,-4,-9
184,139,18,-22
211,119,1,1
521,125,-1,3
529,137,0,0
535,137,1,0
588,139,0,3
485,146,0,0
522,145,0,1
520,148,1,0
55,151,1,0
523,141,20,20
284,168,9,-6
321,162,-4,5
591,170,1,0
453,180,-1,3
477,197,1,-3
324,215,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
