x,y,dx,dy
14,18,0,0
16,23,0,0
19,23,-1,0
15,25,0,0
17,26,1,0
17,31,0,0
14,38,0,0
13,41,0,0
11,49,1,-1
336,44,6,4
585,48,1,2
511,53,0,-1
424,75,1,-1
448,91,-8,-11
583,111,10,-5
583,111,15,-3
58,115,-1,-1
435,138,-4,-9
179,157,-15,-11
524,147,-1,0
177,153,-7,-5
433,151,-5,-2
512,152,0,-3
505,150,-2,0
524,157,1,-1
511,157,-1,0
506,157,1,1
46,159,-5,13
471,201,-4,-5
267,201,2,-4
465,219,0,-8
465,219,2,-5
465,219,-1,-2
465,219,1,3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
