x,y,dx,dy
21,13,1,0
13,14,0,0
19,15,-2,0
19,15,1,0
36,16,1,0
20,17,0,0
27,19,0,0
25,27,0,0
23,34,-2,0
20,43,0,0
556,47,25,-4
19,48,0,0
556,47,2,1
529,52,4,-3
11,55,0,0
15,55,0,0
280,38,4,20
322,82,-10,-22
409,57,20,5
341,88,3,0
73,89,-10,5
179,95,3,0
362,99,-15,-1
210,128,2,-20
210,128,1,-17
73,89,-11,23
210,128,0,0
531,127,-1,2
526,133,2,-3
522,144,0,-1
535,148,0,0
534,151,0,0
478,158,2,-2
45,182,4,-16
473,176,-5,-7
592,177,-3,1
338,184,-1,1
370,209,0,-3
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
