x,y,dx,dy
72,13,-9,-2
72,13,-11,0
72,13,0,2
13,16,-1,0
12,19,1,0
139,19,2,2
13,27,1,0
13,27,-1,1
180,47,6,-11
559,42,1,-2
262,39,2,2
311,51,1,-1
404,70,1,0
40,84,0,0
155,128,0,0
116,114,-25,15
400,144,0,-11
36,114,-8,24
400,144,-2,-2
487,142,0,1
400,144,-1,1
400,144,1,1
399,159,22,-13
400,144,-1,4
440,152,-2,0
147,152,2,1
440,152,0,1
26,164,1,-9
141,155,1,1
26,164,0,-6
26,164,-2,-4
176,179,-5,-18
507,173,-19,-4
507,173,-16,-4
26,164,-3,14
544,179,2,1
483,182,-2,-1
347,200,-2,-18
423,186,-6,-4
26,164,-8,19
426,182,1,1
293,184,0,1
426,182,2,4
46,189,4,-2
26,164,-9,25
250,188,-2,2
394,198,3,11
1,1,0,0
