x,y,dx,dy
15,18,0,0
15,24,0,0
15,18,4,8
18,30,0,0
12,36,0,0
172,32,14,8
534,44,15,1
435,55,1,-3
48,88,1,-1
148,100,18,-7
178,126,0,-3
178,126,-1,-1
186,125,-1,0
33,133,-1,1
400,136,0,0
159,139,0,-2
490,140,-1,-1
490,140,0,2
549,145,0,0
107,140,-19,7
450,150,1,0
205,150,-7,1
450,150,-3,1
482,151,0,0
488,152,1,0
441,155,3,-1
441,155,-1,1
163,135,-20,22
483,158,0,-1
495,161,0,0
28,166,0,-1
114,173,11,4
412,163,15,15
28,173,-6,24
429,206,-7,-9
393,203,16,5
429,206,-3,5
393,203,21,15
1,1,0,0
1,1,0,0
1,1,0,0
