x,y,dx,dy
143,14,0,2
11,26,0,-1
264,38,-1,0
137,38,-1,2
221,37,-18,3
554,42,0,0
428,48,0,1
349,70,6,-13
251,70,0,2
382,89,9,-13
119,84,10,-1
137,71,9,18
380,105,3,1
209,118,0,2
385,128,0,0
385,128,2,1
576,112,8,17
212,139,-1,0
522,142,1,-1
594,142,-8,10
594,142,2,12
535,158,5,-1
594,142,4,15
549,161,0,2
409,176,-4,-2
409,176,1,0
120,190,-6,-12
120,190,-15,-7
418,183,0,1
567,193,-3,0
17,188,-3,11
275,201,-4,-2
275,201,3,9
11,229,0,-12
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
