x,y,dx,dy
16,12,0,0
55,13,3,0
13,22,0,0
255,47,9,-5
485,55,-21,-7
44,82,14,-25
218,66,-1,-1
218,66,-18,25
171,96,-8,3
171,96,-13,5
171,96,-1,6
37,106,5,2
305,109,-2,-1
305,109,2,4
502,120,0,0
37,106,-4,15
104,137,9,-8
60,141,-2,-10
257,151,1,-1
569,149,0,1
408,155,-2,-2
538,150,3,5
442,159,-2,-1
442,159,-2,1
254,188,-4,-20
476,196,0,-4
392,195,1,-1
429,214,-4,-6
12,194,4,20
12,194,8,20
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
