x,y,dx,dy
22,17,0,-1
204,17,-1,0
25,18,-1,0
494,38,20,-19
23,25,-1,0
23,35,0,0
202,41,4,1
19,47,1,0
256,48,0,0
408,52,23,-2
432,55,-23,-2
432,55,-1,-2
306,82,11,6
132,103,-17,-5
209,103,-1,3
224,110,1,-1
224,110,-1,0
302,113,6,4
209,103,4,16
522,128,3,-7
274,126,-4,3
60,130,0,0
274,126,-20,7
530,136,-1,-1
534,138,0,-1
485,147,3,-1
499,151,-4,-5
522,145,0,1
519,147,1,0
585,156,4,-9
499,151,-1,-2
535,155,-1,0
472,162,3,-1
570,160,0,1
113,177,-10,-8
43,200,4,-7
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
