x,y,dx,dy
15,18,1,0
20,19,0,0
27,23,0,0
350,23,9,3
21,30,1,0
23,32,-1,0
21,42,0,0
19,46,0,0
85,49,1,0
16,58,-1,0
14,64,0,-1
12,71,1,0
64,112,10,-24
440,88,-2,0
211,103,2,-6
211,103,1,-2
226,109,1,-1
361,109,-2,5
224,118,-1,-1
530,146,-8,-16
315,140,-9,-7
315,140,-6,-5
532,137,-1,0
536,139,-1,0
537,144,-1,0
530,146,0,0
586,157,4,-8
528,150,0,0
526,152,0,0
459,151,6,2
318,165,4,-6
318,165,6,-1
476,162,9,8
440,177,2,-4
598,177,-1,-1
382,181,1,5
476,168,18,25
529,207,2,1
30,197,10,22
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
