x,y,dx,dy
23,12,0,0
21,17,0,-1
25,16,-1,0
22,20,-2,0
22,20,0,0
294,20,-21,3
23,25,-1,-1
297,19,18,6
23,32,1,-1
24,38,-1,1
21,42,0,0
16,63,0,-1
18,43,-2,24
14,71,-2,-1
66,106,6,-20
210,101,1,-1
451,108,0,0
212,117,0,-1
453,125,0,-3
524,121,-1,1
524,121,-1,3
536,144,-1,-1
522,145,1,-1
510,144,-6,1
518,151,1,-1
527,152,0,0
590,151,-1,4
166,152,-3,5
538,156,1,1
260,160,11,0
595,169,0,-2
548,166,6,2
595,169,2,-1
595,169,-3,1
440,194,15,-10
487,194,1,1
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
1,1,0,0
